O637758,DRIVER,JC247159,607419,05/02/2019 01:35:00 PM,,,,,M,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,NONE,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O638210,DRIVER,JC247968,607862,05/02/2019 01:30:00 PM,,MCHENRY,IL,60050,M,63,IL,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,IMPROPER TURN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O638211,DRIVER,JC247968,607872,05/02/2019 01:30:00 PM,,CALUMET CITY,IL,60409,M,18,IL,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,NONE,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O638053,DRIVER,JC246795,607715,05/02/2019 01:25:00 PM,,SAINT JOHN,IN,,M,57,IN,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O638054,DRIVER,JC246795,607747,05/02/2019 01:25:00 PM,,CHICAGO,IL,,M,54,IL,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637756,DRIVER,JC247160,607417,05/02/2019 01:15:00 PM,,CHICAGO,IL,60601,F,23,FL,E,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637757,DRIVER,JC247160,607424,05/02/2019 01:15:00 PM,,,,,M,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,FOLLOWED TOO CLOSELY,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
P144559,PASSENGER,JC247160,607424,05/02/2019 01:15:00 PM,3,,,,X,,,,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637601,DRIVER,JC246925,607280,05/02/2019 01:06:00 PM,,WESTCHESTER,IL,60154,M,,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
P144324,PASSENGER,JC246925,607280,05/02/2019 01:06:00 PM,3,,,,M,,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637600,DRIVER,JC246925,607286,05/02/2019 01:06:00 PM,,CHICAGO,IL,60640,M,,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,IMPROPER PASSING,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637513,DRIVER,JC246716,607192,05/02/2019 12:59:00 PM,,,,,M,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637514,DRIVER,JC246716,607195,05/02/2019 12:59:00 PM,,CHICAGO,IL,,M,,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
P144308,PASSENGER,JC246716,607195,05/02/2019 12:59:00 PM,3,,,,M,,,,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
P144309,PASSENGER,JC246716,607195,05/02/2019 12:59:00 PM,2,,,,F,,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637552,DRIVER,JC246815,607230,05/02/2019 12:55:00 PM,,,,,F,,XX,,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,IMPROPER PASSING,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637553,DRIVER,JC246815,607245,05/02/2019 12:55:00 PM,,STONE PARK,IL,60165,M,33,IL,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637554,DRIVER,JC246735,607236,05/02/2019 12:50:00 PM,,,,,M,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,OTHER,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637555,DRIVER,JC246735,607244,05/02/2019 12:50:00 PM,,CHICAGO,IL,60644,M,20,IL,D,USAGE UNKNOWN,"DEPLOYED, FRONT",NONE,NONINCAPACITATING INJURY,,,,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,
O637556,DRIVER,JC246735,607250,05/02/2019 12:50:00 PM,,CHICAGO,IL,60622,F,31,IL,D,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,,,,OTHER,UNKNOWN,OTHER,,,,TEST NOT OFFERED,,
O637539,DRIVER,JC246775,607222,05/02/2019 12:45:00 PM,,CHICAGO,IL,,M,47,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637538,DRIVER,JC246775,607246,05/02/2019 12:45:00 PM,,,,,X,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637515,DRIVER,JC246715,607193,05/02/2019 12:45:00 PM,,,,,X,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637511,DRIVER,JC246698,607194,05/02/2019 12:45:00 PM,,CHICAGO,IL,60651,F,55,IL,D,SAFETY BELT NOT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637512,DRIVER,JC246698,607200,05/02/2019 12:45:00 PM,,CHICAGO,IL,60631,M,62,IL,BM,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637592,DRIVER,JC246767,607267,05/02/2019 12:40:00 PM,,CHICAGO,IL,60622,F,31,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,REFUSED,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637593,DRIVER,JC246767,607268,05/02/2019 12:40:00 PM,,CHICAGO,IL,60623,M,37,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,REFUSED,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
P144321,PASSENGER,JC246767,607268,05/02/2019 12:40:00 PM,3,CHICAGO,IL,60629,M,32,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,REFUSED,,,,,,,,,,,
P144322,PASSENGER,JC246767,607268,05/02/2019 12:40:00 PM,6,CHICAGO,IL,60629,M,42,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,REFUSED,,,,,,,,,,,
O642035,DRIVER,JC246702,611484,05/02/2019 12:40:00 PM,,CHICAGO,IL,60623,F,25,IL,D,SAFETY BELT USED,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,FOLLOWED TOO CLOSELY,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O642036,DRIVER,JC246702,611485,05/02/2019 12:40:00 PM,,NEW LENOX,IL,60451,F,29,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637566,DRIVER,JC246701,607680,05/02/2019 12:31:00 PM,,CHICAGO,IL,60641,M,53,IL,D,USAGE UNKNOWN,DID NOT DEPLOY,NONE,"REPORTED, NOT EVIDENT",NORWEGIAN,CFD 52,,UNKNOWN,UNKNOWN,ILLNESS/FAINTED,,,,TEST NOT OFFERED,,
O637567,DRIVER,JC246701,607684,05/02/2019 12:31:00 PM,,CHICAGO,IL,,M,49,,D,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637517,DRIVER,JC246704,607216,05/02/2019 12:30:00 PM,,,,,M,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,IMPROPER PASSING,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637518,DRIVER,JC246704,607219,05/02/2019 12:30:00 PM,,CHICAGO,IL,60623,F,34,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637540,DRIVER,JC246691,607224,05/02/2019 12:23:00 PM,,MATTESON,IL,60443,M,35,IL,C,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637541,DRIVER,JC246691,607231,05/02/2019 12:23:00 PM,,CHICAGO,IL,60628,M,52,IL,C,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
P144316,PASSENGER,JC246691,607231,05/02/2019 12:23:00 PM,3,CHICAGO,IL,60628,F,54,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,"REPORTED, NOT EVIDENT",ROSELAND COMMUNITY HOSPITAL,CFD,51,,,,,,,,,
O637548,DRIVER,JC246672,607229,05/02/2019 12:23:00 PM,,OAK LAWN,IL,60453,F,49,IL,D,SAFETY BELT USED,"DEPLOYED, COMBINATION",NONE,INCAPACITATING INJURY,ST. BERNARD,CFD,,IMPROPER TURN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637549,DRIVER,JC246672,607242,05/02/2019 12:23:00 PM,,CHICAGO,IL,60620,M,72,IL,D,SAFETY BELT USED,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637546,DRIVER,JC246807,607228,05/02/2019 12:20:00 PM,,CICERO,IL,60804,M,49,IL,D,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,IMPROPER TURN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637547,DRIVER,JC246807,607240,05/02/2019 12:20:00 PM,,CICERO,IL,60804,F,40,IL,D,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
P144318,PASSENGER,JC246807,607240,05/02/2019 12:20:00 PM,6,CICERO,IL,60804,F,4,,,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
P144320,PASSENGER,JC246807,607240,05/02/2019 12:20:00 PM,3,CHICAGO,IL,60623,F,41,,,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637575,DRIVER,JC246876,607253,05/02/2019 12:15:00 PM,,CHICAGO,IL,60612,F,55,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,UNKNOWN,,,,TEST NOT OFFERED,,
O637574,DRIVER,JC246876,607259,05/02/2019 12:15:00 PM,,CHICAGO,IL,60649,F,62,IL,D,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,UNKNOWN,NOT OBSCURED,UNKNOWN,,,,TEST NOT OFFERED,,
O637497,DRIVER,JC246654,607180,05/02/2019 12:06:00 PM,,ELMWOOD PARK,IL,60707,M,59,IL,D,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637519,DRIVER,JC246724,607199,05/02/2019 12:00:00 PM,,CHICAGO,IL,60641,M,,IL,D,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637520,DRIVER,JC246724,607203,05/02/2019 12:00:00 PM,,CHICAGO,IL,60639,F,,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637507,DRIVER,JC246690,607190,05/02/2019 12:00:00 PM,,ORLAND PARK,IL,60467,M,24,IL,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,IMPROPER LANE CHANGE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637508,DRIVER,JC246690,607196,05/02/2019 12:00:00 PM,,,,,M,,,,USAGE UNKNOWN,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,NONE,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637501,DRIVER,JC246669,607184,05/02/2019 12:00:00 PM,,CHICAGO,IL,60620,M,32,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
P144307,PASSENGER,JC246669,607187,05/02/2019 12:00:00 PM,1,ROBBINS,IL,60472,M,60,,,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637521,DRIVER,JC246635,607201,05/02/2019 11:50:00 AM,,CHICAGO,IL,60620,F,28,IL,D,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,DISREGARDED CONTROL DEVICES,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
P144319,PASSENGER,JC246635,607201,05/02/2019 11:50:00 AM,6,CHICAGO,IL,60620,F,2,,,CHILD RESTRAINT - TYPE UNKNOWN,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637522,DRIVER,JC246635,607204,05/02/2019 11:50:00 AM,,CHICAGO,IL,60653,M,44,IL,D,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O637602,DRIVER,JC246930,607279,05/02/2019 11:45:00 AM,,DARIEN,IL,60561,M,47,IL,DM,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,IMPROPER BACKING,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637504,DRIVER,JC246680,607186,05/02/2019 11:40:00 AM,,ROCKFORD,IL,61109,M,26,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
P144305,PASSENGER,JC246680,607186,05/02/2019 11:40:00 AM,3,,,,F,,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637503,DRIVER,JC246680,607188,05/02/2019 11:40:00 AM,,,,,M,43,IL,D,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,
O648204,DRIVER,JC265574,617223,05/02/2019 11:30:00 AM,,CHICAGO,IL,60629,M,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,IMPROPER BACKING,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637524,DRIVER,JC246750,607205,05/02/2019 11:30:00 AM,,,,,M,,,,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
P144311,PASSENGER,JC246750,607208,05/02/2019 11:30:00 AM,6,HIGHLAND,IN,46322,F,40,,,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,,
O637489,DRIVER,JC246622,607166,05/02/2019 11:30:00 AM,,CHICAGO,IL,60629,M,37,IL,D,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,
O637490,DRIVER,JC246622,607170,05/02/2019 11:30:00 AM,,CHICAGO,IL,60620,M,36,IL,,NONE PRESENT,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,
